DEGRADED	 PESQMOS	 SUBJMOS	 COND	 SAMPLE_FREQ	 CRUDE_DELAY
 444o0314_2.1819_053o020e_-2.1819.wav	 1.968	 0.000	 0	 8000	0.0000
 444o0314_2.1819_053o020e_-2.1819.wav	 2.119	 0.000	 0	 8000	0.0000
 444o0314_2.1819_053o020e_-2.1819.wav	 1.968	 0.000	 0	 8000	0.0000
 444o0314_2.1819_053o020e_-2.1819.wav	 2.119	 0.000	 0	 8000	0.0000
 423o0304_1.419_420c020x_-1.419.wav	 1.477	 0.000	 0	 8000	9.4400
 423o0304_1.419_420c020x_-1.419.wav	 1.431	 0.000	 0	 8000	7.9000
 423o0304_1.419_420c020x_-1.419.wav	 1.448	 0.000	 0	 8000	10.0160
 423o0304_1.419_420c020x_-1.419.wav	 2.180	 0.000	 0	 8000	19.2000
 423o0304_1.419_420c020x_-1.419.wav	 2.549	 0.000	 0	 8000	0.0000
 423o0304_1.419_420c020x_-1.419.wav	 1.614	 0.000	 0	 8000	0.0000
 423o0304_1.419_420c020x_-1.419.wav	 2.549	 0.000	 0	 8000	0.0000
 423o0304_1.419_420c020x_-1.419.wav	 1.614	 0.000	 0	 8000	0.0000
 423o0304_1.419_420c020x_-1.419.wav	 2.549	 0.000	 0	 8000	0.0000
 423o0304_1.419_420c020x_-1.419.wav	 1.614	 0.000	 0	 8000	0.0000
 423o0304_1.419_420c020x_-1.419.wav	 2.549	 0.000	 0	 8000	0.0000
 423o0304_1.419_420c020x_-1.419.wav	 1.614	 0.000	 0	 8000	0.0000
 423o030b_1.4753_053o0209_-1.4753.wav	 1.452	 0.000	 0	 8000	10.4000
 423o030b_1.4753_053o0209_-1.4753.wav	 1.648	 0.000	 0	 8000	12.2800
 423o030b_1.4753_053o0209_-1.4753.wav	 1.286	 0.000	 0	 8000	8.2160
 423o030b_1.4753_053o0209_-1.4753.wav	 1.155	 0.000	 0	 8000	7.6240
 423o030b_1.4753_053o0209_-1.4753.wav	 2.650	 0.000	 0	 8000	0.0000
 423o030b_1.4753_053o0209_-1.4753.wav	 1.782	 0.000	 0	 8000	0.0000
 423o030b_1.4753_053o0209_-1.4753.wav	 2.650	 0.000	 0	 8000	0.0000
 423o030b_1.4753_053o0209_-1.4753.wav	 1.782	 0.000	 0	 8000	0.0000
 423o030b_1.4753_053o0209_-1.4753.wav	 2.650	 0.000	 0	 8000	0.0000
 423o030b_1.4753_053o0209_-1.4753.wav	 1.782	 0.000	 0	 8000	0.0000
 423o030b_1.4753_053o0209_-1.4753.wav	 2.650	 0.000	 0	 8000	0.0000
 423o030b_1.4753_053o0209_-1.4753.wav	 1.782	 0.000	 0	 8000	0.0000
 441o030o_1.9903_445c020y_-1.9903.wav	 1.067	 0.000	 0	 8000	7.5120
 441o030o_1.9903_445c020y_-1.9903.wav	 1.407	 0.000	 0	 8000	7.1120
 441o030o_1.9903_445c020y_-1.9903.wav	 1.003	 0.000	 0	 8000	3.5600
 441o030o_1.9903_445c020y_-1.9903.wav	 1.388	 0.000	 0	 8000	3.4920
 441o030o_1.9903_445c020y_-1.9903.wav	 2.523	 0.000	 0	 8000	0.0000
 441o030o_1.9903_445c020y_-1.9903.wav	 1.460	 0.000	 0	 8000	0.0000
 441o030o_1.9903_445c020y_-1.9903.wav	 2.523	 0.000	 0	 8000	0.0000
 441o030o_1.9903_445c020y_-1.9903.wav	 1.460	 0.000	 0	 8000	0.0000
 441o030o_1.9903_445c020y_-1.9903.wav	 2.523	 0.000	 0	 8000	0.0000
 441o030o_1.9903_445c020y_-1.9903.wav	 1.460	 0.000	 0	 8000	0.0000
 441o030o_1.9903_445c020y_-1.9903.wav	 2.523	 0.000	 0	 8000	0.0000
 441o030o_1.9903_445c020y_-1.9903.wav	 1.460	 0.000	 0	 8000	0.0000
 22ga010u_0.43921_443o030l_-0.43921.wav	 1.221	 0.000	 0	 8000	10.2000
 22ga010u_0.43921_443o030l_-0.43921.wav	 1.670	 0.000	 0	 8000	15.8000
 22ga010u_0.43921_443o030l_-0.43921.wav	 1.351	 0.000	 0	 8000	6.3680
 22ga010u_0.43921_443o030l_-0.43921.wav	 1.263	 0.000	 0	 8000	5.0720
 22ga010u_0.43921_443o030l_-0.43921.wav	 2.187	 0.000	 0	 8000	0.0000
 22ga010u_0.43921_443o030l_-0.43921.wav	 2.329	 0.000	 0	 8000	0.0000
 22ga010u_0.43921_443o030l_-0.43921.wav	 2.187	 0.000	 0	 8000	0.0000
 22ga010u_0.43921_443o030l_-0.43921.wav	 2.329	 0.000	 0	 8000	0.0000
 22ga010u_0.43921_443o030l_-0.43921.wav	 2.187	 0.000	 0	 8000	0.0000
 22ga010u_0.43921_443o030l_-0.43921.wav	 2.329	 0.000	 0	 8000	0.0000
 22ga010u_0.43921_443o030l_-0.43921.wav	 2.187	 0.000	 0	 8000	0.0000
 22ga010u_0.43921_443o030l_-0.43921.wav	 2.329	 0.000	 0	 8000	0.0000
 444o030e_0.90493_443o0304_-0.90493.wav	 1.922	 0.000	 0	 8000	20.4480
 444o030e_0.90493_443o0304_-0.90493.wav	 1.849	 0.000	 0	 8000	20.0600
 444o030e_0.90493_443o0304_-0.90493.wav	 1.416	 0.000	 0	 8000	10.6280
 444o030e_0.90493_443o0304_-0.90493.wav	 1.486	 0.000	 0	 8000	10.2480
 444o030e_0.90493_443o0304_-0.90493.wav	 1.981	 0.000	 0	 8000	0.0000
 444o030e_0.90493_443o0304_-0.90493.wav	 1.682	 0.000	 0	 8000	0.0000
 444o030e_0.90493_443o0304_-0.90493.wav	 1.981	 0.000	 0	 8000	0.0000
 444o030e_0.90493_443o0304_-0.90493.wav	 1.682	 0.000	 0	 8000	0.0000
 444o030e_0.90493_443o0304_-0.90493.wav	 1.981	 0.000	 0	 8000	0.0000
 444o030e_0.90493_443o0304_-0.90493.wav	 1.682	 0.000	 0	 8000	0.0000
 444o030e_0.90493_443o0304_-0.90493.wav	 1.981	 0.000	 0	 8000	0.0000
 444o030e_0.90493_443o0304_-0.90493.wav	 1.682	 0.000	 0	 8000	0.0000
 440c0209_1.2048_421a0104_-1.2048.wav	 2.199	 0.000	 0	 8000	14.0280
 440c0209_1.2048_421a0104_-1.2048.wav	 2.106	 0.000	 0	 8000	13.7440
 440c0209_1.2048_421a0104_-1.2048.wav	 1.220	 0.000	 0	 8000	10.6640
 440c0209_1.2048_421a0104_-1.2048.wav	 1.159	 0.000	 0	 8000	10.2120
 440c0209_1.2048_421a0104_-1.2048.wav	 2.130	 0.000	 0	 8000	0.0000
 440c0209_1.2048_421a0104_-1.2048.wav	 2.181	 0.000	 0	 8000	0.0000
 440c0209_1.2048_421a0104_-1.2048.wav	 2.130	 0.000	 0	 8000	0.0000
 440c0209_1.2048_421a0104_-1.2048.wav	 2.181	 0.000	 0	 8000	0.0000
 440c0209_1.2048_421a0104_-1.2048.wav	 2.130	 0.000	 0	 8000	0.0000
 440c0209_1.2048_421a0104_-1.2048.wav	 2.181	 0.000	 0	 8000	0.0000
 440c0209_1.2048_421a0104_-1.2048.wav	 2.130	 0.000	 0	 8000	0.0000
 440c0209_1.2048_421a0104_-1.2048.wav	 2.181	 0.000	 0	 8000	0.0000
 445c020u_0.78863_443o030p_-0.78863.wav	 1.377	 0.000	 0	 8000	4.0680
 445c020u_0.78863_443o030p_-0.78863.wav	 1.686	 0.000	 0	 8000	1.8480
 445c020u_0.78863_443o030p_-0.78863.wav	 2.011	 0.000	 0	 8000	11.9760
 445c020u_0.78863_443o030p_-0.78863.wav	 1.945	 0.000	 0	 8000	9.8480
 445c020u_0.78863_443o030p_-0.78863.wav	 2.443	 0.000	 0	 8000	0.0000
 445c020u_0.78863_443o030p_-0.78863.wav	 2.536	 0.000	 0	 8000	0.0000
 445c020u_0.78863_443o030p_-0.78863.wav	 2.443	 0.000	 0	 8000	0.0000
 445c020u_0.78863_443o030p_-0.78863.wav	 2.536	 0.000	 0	 8000	0.0000
 445c020u_0.78863_443o030p_-0.78863.wav	 2.443	 0.000	 0	 8000	0.0000
 445c020u_0.78863_443o030p_-0.78863.wav	 2.536	 0.000	 0	 8000	0.0000
 445c020u_0.78863_443o030p_-0.78863.wav	 2.443	 0.000	 0	 8000	0.0000
 445c020u_0.78863_443o030p_-0.78863.wav	 2.536	 0.000	 0	 8000	0.0000
 440c020t_2.1632_053o020y_-2.1632.wav	 1.944	 0.000	 0	 8000	10.6200
 440c020t_2.1632_053o020y_-2.1632.wav	 1.543	 0.000	 0	 8000	9.2520
 440c020t_2.1632_053o020y_-2.1632.wav	 1.213	 0.000	 0	 8000	5.3000
 440c020t_2.1632_053o020y_-2.1632.wav	 1.006	 0.000	 0	 8000	4.0200
 440c020t_2.1632_053o020y_-2.1632.wav	 1.972	 0.000	 0	 8000	0.0000
 440c020t_2.1632_053o020y_-2.1632.wav	 1.791	 0.000	 0	 8000	0.0000
 440c020t_2.1632_053o020y_-2.1632.wav	 1.972	 0.000	 0	 8000	0.0000
 440c020t_2.1632_053o020y_-2.1632.wav	 1.791	 0.000	 0	 8000	0.0000
 440c020t_2.1632_053o020y_-2.1632.wav	 1.972	 0.000	 0	 8000	0.0000
 440c020t_2.1632_053o020y_-2.1632.wav	 1.791	 0.000	 0	 8000	0.0000
 440c020t_2.1632_053o020y_-2.1632.wav	 1.972	 0.000	 0	 8000	0.0000
 440c020t_2.1632_053o020y_-2.1632.wav	 1.791	 0.000	 0	 8000	0.0000
 440c0213_1.7151_441o030b_-1.7151.wav	 2.018	 0.000	 0	 8000	25.3600
 440c0213_1.7151_441o030b_-1.7151.wav	 1.889	 0.000	 0	 8000	21.8320
 440c0213_1.7151_441o030b_-1.7151.wav	 1.466	 0.000	 0	 8000	7.5680
 440c0213_1.7151_441o030b_-1.7151.wav	 1.368	 0.000	 0	 8000	6.6200
 440c0213_1.7151_441o030b_-1.7151.wav	 2.034	 0.000	 0	 8000	0.0000
 440c0213_1.7151_441o030b_-1.7151.wav	 1.929	 0.000	 0	 8000	0.0000
 440c0213_1.7151_441o030b_-1.7151.wav	 2.034	 0.000	 0	 8000	0.0000
 440c0213_1.7151_441o030b_-1.7151.wav	 1.929	 0.000	 0	 8000	0.0000
 440c0213_1.7151_441o030b_-1.7151.wav	 2.034	 0.000	 0	 8000	0.0000
 440c0213_1.7151_441o030b_-1.7151.wav	 1.929	 0.000	 0	 8000	0.0000
 440c0213_1.7151_441o030b_-1.7151.wav	 2.034	 0.000	 0	 8000	0.0000
 440c0213_1.7151_441o030b_-1.7151.wav	 1.929	 0.000	 0	 8000	0.0000
 052a0513_1.7991_053a050f_-1.7991.wav	 1.497	 0.000	 0	 8000	4.6440
 052a0513_1.7991_053a050f_-1.7991.wav	 1.273	 0.000	 0	 8000	3.9200
 052a0513_1.7991_053a050f_-1.7991.wav	 1.771	 0.000	 0	 8000	10.8960
 052a0513_1.7991_053a050f_-1.7991.wav	 1.267	 0.000	 0	 8000	11.0200
 052a0513_1.7991_053a050f_-1.7991.wav	 2.215	 0.000	 0	 8000	0.0000
 052a0513_1.7991_053a050f_-1.7991.wav	 1.309	 0.000	 0	 8000	0.0000
 052a0513_1.7991_053a050f_-1.7991.wav	 2.215	 0.000	 0	 8000	0.0000
 052a0513_1.7991_053a050f_-1.7991.wav	 1.309	 0.000	 0	 8000	0.0000
 052a0513_1.7991_053a050f_-1.7991.wav	 2.215	 0.000	 0	 8000	0.0000
 052a0513_1.7991_053a050f_-1.7991.wav	 1.309	 0.000	 0	 8000	0.0000
 052a0513_1.7991_053a050f_-1.7991.wav	 2.215	 0.000	 0	 8000	0.0000
 052a0513_1.7991_053a050f_-1.7991.wav	 1.309	 0.000	 0	 8000	0.0000
 22gc0112_0.36454_445c0207_-0.36454.wav	 1.304	 0.000	 0	 8000	3.8800
 22gc0112_0.36454_445c0207_-0.36454.wav	 1.313	 0.000	 0	 8000	4.1560
 22gc0112_0.36454_445c0207_-0.36454.wav	 1.149	 0.000	 0	 8000	3.3680
 22gc0112_0.36454_445c0207_-0.36454.wav	 1.255	 0.000	 0	 8000	4.7520
 22gc0112_0.36454_445c0207_-0.36454.wav	 2.204	 0.000	 0	 8000	0.0000
 22gc0112_0.36454_445c0207_-0.36454.wav	 1.583	 0.000	 0	 8000	0.0000
 22gc0112_0.36454_445c0207_-0.36454.wav	 2.204	 0.000	 0	 8000	0.0000
 22gc0112_0.36454_445c0207_-0.36454.wav	 1.583	 0.000	 0	 8000	0.0000
 22gc0112_0.36454_445c0207_-0.36454.wav	 2.204	 0.000	 0	 8000	0.0000
 22gc0112_0.36454_445c0207_-0.36454.wav	 1.583	 0.000	 0	 8000	0.0000
 22gc0112_0.36454_445c0207_-0.36454.wav	 2.204	 0.000	 0	 8000	0.0000
 22gc0112_0.36454_445c0207_-0.36454.wav	 1.583	 0.000	 0	 8000	0.0000
 421c020x_2.4971_444c020n_-2.4971.wav	 1.473	 0.000	 0	 8000	3.3400
 421c020x_2.4971_444c020n_-2.4971.wav	 2.302	 0.000	 0	 8000	4.3320
 421c020x_2.4971_444c020n_-2.4971.wav	 1.829	 0.000	 0	 8000	7.5240
 421c020x_2.4971_444c020n_-2.4971.wav	 2.462	 0.000	 0	 8000	7.3680
 421c020x_2.4971_444c020n_-2.4971.wav	 2.863	 0.000	 0	 8000	0.0000
 421c020x_2.4971_444c020n_-2.4971.wav	 0.972	 0.000	 0	 8000	0.0960
 421c020x_2.4971_444c020n_-2.4971.wav	 2.863	 0.000	 0	 8000	0.0000
 421c020x_2.4971_444c020n_-2.4971.wav	 0.972	 0.000	 0	 8000	0.0960
 421c020x_2.4971_444c020n_-2.4971.wav	 2.863	 0.000	 0	 8000	0.0000
 421c020x_2.4971_444c020n_-2.4971.wav	 0.972	 0.000	 0	 8000	0.0960
 421c020x_2.4971_444c020n_-2.4971.wav	 2.863	 0.000	 0	 8000	0.0000
 421c020x_2.4971_444c020n_-2.4971.wav	 0.972	 0.000	 0	 8000	0.0960
 053a050f_0.93264_443o0314_-0.93264.wav	 1.455	 0.000	 0	 8000	7.6360
 053a050f_0.93264_443o0314_-0.93264.wav	 1.391	 0.000	 0	 8000	7.0520
 053a050f_0.93264_443o0314_-0.93264.wav	 1.449	 0.000	 0	 8000	8.8960
 053a050f_0.93264_443o0314_-0.93264.wav	 1.369	 0.000	 0	 8000	8.3480
 053a050f_0.93264_443o0314_-0.93264.wav	 1.930	 0.000	 0	 8000	0.0000
 053a050f_0.93264_443o0314_-0.93264.wav	 1.867	 0.000	 0	 8000	0.0000
 053a050f_0.93264_443o0314_-0.93264.wav	 1.930	 0.000	 0	 8000	0.0000
 053a050f_0.93264_443o0314_-0.93264.wav	 1.867	 0.000	 0	 8000	0.0000
 053a050f_0.93264_443o0314_-0.93264.wav	 1.930	 0.000	 0	 8000	0.0000
 053a050f_0.93264_443o0314_-0.93264.wav	 1.867	 0.000	 0	 8000	0.0000
 053a050f_0.93264_443o0314_-0.93264.wav	 1.930	 0.000	 0	 8000	0.0000
 053a050f_0.93264_443o0314_-0.93264.wav	 1.867	 0.000	 0	 8000	0.0000
 22ha0103_1.0593_422c020y_-1.0593.wav	 1.871	 0.000	 0	 8000	12.6880
 22ha0103_1.0593_422c020y_-1.0593.wav	 1.775	 0.000	 0	 8000	10.1200
 22ha0103_1.0593_422c020y_-1.0593.wav	 1.094	 0.000	 0	 8000	0.4040
 22ha0103_1.0593_422c020y_-1.0593.wav	 1.273	 0.000	 0	 8000	0.8000
 22ha0103_1.0593_422c020y_-1.0593.wav	 1.869	 0.000	 0	 8000	0.0000
 22ha0103_1.0593_422c020y_-1.0593.wav	 2.081	 0.000	 0	 8000	0.0000
 22ha0103_1.0593_422c020y_-1.0593.wav	 1.869	 0.000	 0	 8000	0.0000
 22ha0103_1.0593_422c020y_-1.0593.wav	 2.081	 0.000	 0	 8000	0.0000
 22ha0103_1.0593_422c020y_-1.0593.wav	 1.869	 0.000	 0	 8000	0.0000
 22ha0103_1.0593_422c020y_-1.0593.wav	 2.081	 0.000	 0	 8000	0.0000
 22ha0103_1.0593_422c020y_-1.0593.wav	 1.869	 0.000	 0	 8000	0.0000
 22ha0103_1.0593_422c020y_-1.0593.wav	 2.081	 0.000	 0	 8000	0.0000
 421c0212_1.0287_423a0104_-1.0287.wav	 1.848	 0.000	 0	 8000	11.4000
 421c0212_1.0287_423a0104_-1.0287.wav	 1.865	 0.000	 0	 8000	12.7960
 421c0212_1.0287_423a0104_-1.0287.wav	 1.592	 0.000	 0	 8000	9.4200
 421c0212_1.0287_423a0104_-1.0287.wav	 1.510	 0.000	 0	 8000	8.6600
 421c0212_1.0287_423a0104_-1.0287.wav	 2.035	 0.000	 0	 8000	0.0000
 421c0212_1.0287_423a0104_-1.0287.wav	 2.323	 0.000	 0	 8000	0.0000
 421c0212_1.0287_423a0104_-1.0287.wav	 2.035	 0.000	 0	 8000	0.0000
 421c0212_1.0287_423a0104_-1.0287.wav	 2.323	 0.000	 0	 8000	0.0000
 421c0212_1.0287_423a0104_-1.0287.wav	 2.035	 0.000	 0	 8000	0.0000
 421c0212_1.0287_423a0104_-1.0287.wav	 2.323	 0.000	 0	 8000	0.0000
 421c0212_1.0287_423a0104_-1.0287.wav	 2.035	 0.000	 0	 8000	0.0000
 421c0212_1.0287_423a0104_-1.0287.wav	 2.323	 0.000	 0	 8000	0.0000
 444c020o_0.97641_421a010s_-0.97641.wav	 1.251	 0.000	 0	 8000	0.5520
 444c020o_0.97641_421a010s_-0.97641.wav	 1.291	 0.000	 0	 8000	-0.1000
 444c020o_0.97641_421a010s_-0.97641.wav	 1.411	 0.000	 0	 8000	13.1160
 444c020o_0.97641_421a010s_-0.97641.wav	 1.571	 0.000	 0	 8000	14.6160
 444c020o_0.97641_421a010s_-0.97641.wav	 2.256	 0.000	 0	 8000	0.0000
 444c020o_0.97641_421a010s_-0.97641.wav	 1.777	 0.000	 0	 8000	0.0000
 444c020o_0.97641_421a010s_-0.97641.wav	 2.256	 0.000	 0	 8000	0.0000
 444c020o_0.97641_421a010s_-0.97641.wav	 1.777	 0.000	 0	 8000	0.0000
 444c020o_0.97641_421a010s_-0.97641.wav	 2.256	 0.000	 0	 8000	0.0000
 444c020o_0.97641_421a010s_-0.97641.wav	 1.777	 0.000	 0	 8000	0.0000
 444c020o_0.97641_421a010s_-0.97641.wav	 2.256	 0.000	 0	 8000	0.0000
 444c020o_0.97641_421a010s_-0.97641.wav	 1.777	 0.000	 0	 8000	0.0000
 052o020m_0.40731_441o030l_-0.40731.wav	 1.917	 0.000	 0	 8000	23.5840
 052o020m_0.40731_441o030l_-0.40731.wav	 1.946	 0.000	 0	 8000	22.8120
 052o020m_0.40731_441o030l_-0.40731.wav	 1.548	 0.000	 0	 8000	18.2720
 052o020m_0.40731_441o030l_-0.40731.wav	 1.458	 0.000	 0	 8000	18.0800
